parameter_id,domain,parameter_name,value,unit,value_type,status,source,reference_source,formula_or_rule,rounding,notes
loot.equipment.drop_slot_weight.armor,loot,armor equipment drop weight,4,weight,probability,frozen_v1,洞天设计,"",drop slot weighted by equipped slot count,integer,装备掉落部位权重
loot.equipment.drop_slot_weight.accessory,loot,accessory equipment drop weight,1,weight,probability,frozen_v1,洞天设计,"",drop slot weighted by equipped slot count,integer,装备掉落部位权重
loot.equipment.affix.slot_count,loot,Equipment affix slot count,3,count,policy,frozen_v1,洞天设计,"",fixed per item,integer,每件装备词条槽位
loot.equipment.affix.utility_slots.normal,loot,normal utility affix slots,0,count,policy,frozen_v1,洞天设计,"",quality capped utility slots,integer,品质功能词条槽位
loot.equipment.affix.utility_slots.fine,loot,fine utility affix slots,0,count,policy,frozen_v1,洞天设计,"",quality capped utility slots,integer,品质功能词条槽位
loot.equipment.affix.utility_slots.rare,loot,rare utility affix slots,1,count,policy,frozen_v1,洞天设计,"",quality capped utility slots,integer,品质功能词条槽位
loot.equipment.affix.utility_slots.epic,loot,epic utility affix slots,1,count,policy,frozen_v1,洞天设计,"",quality capped utility slots,integer,品质功能词条槽位
loot.equipment.affix.utility_slots.legendary,loot,legendary utility affix slots,2,count,policy,frozen_v1,洞天设计,"",quality capped utility slots,integer,品质功能词条槽位
loot.equipment.affix.utility_slots.immortal,loot,immortal utility affix slots,3,count,policy,frozen_v1,洞天设计,"",quality capped utility slots,integer,品质功能词条槽位
loot.equipment.affix.roll_weight.speed,loot,speed affix roll weight,50,weight,probability,frozen_v1,洞天设计,"",weighted utility pool,integer,功能词条抽取权重
loot.equipment.affix.roll_weight.element,loot,element affix roll weight,30,weight,probability,frozen_v1,洞天设计,"",weighted utility pool,integer,功能词条抽取权重
loot.equipment.affix.roll_weight.special,loot,special affix roll weight,20,weight,probability,frozen_v1,洞天设计,"",weighted utility pool,integer,功能词条抽取权重
loot.equipment.affix.speed_rating.rare,loot,rare speed affix rating,5,speed,scalar,frozen_v1,洞天设计,"",quality capped speed,integer,速度词条数值
loot.equipment.affix.speed_rating.epic,loot,epic speed affix rating,8,speed,scalar,frozen_v1,洞天设计,"",quality capped speed,integer,速度词条数值
loot.equipment.affix.speed_rating.legendary,loot,legendary speed affix rating,12,speed,scalar,frozen_v1,洞天设计,"",quality capped speed,integer,速度词条数值
loot.equipment.affix.speed_rating.immortal,loot,immortal speed affix rating,16,speed,scalar,frozen_v1,洞天设计,"",quality capped speed,integer,速度词条数值
loot.equipment.affix.special_grade.rare,loot,rare special affix grade,1,grade,scalar,frozen_v1,洞天设计,"",quality capped special grade,integer,特殊词条等级
loot.equipment.affix.special_grade.epic,loot,epic special affix grade,2,grade,scalar,frozen_v1,洞天设计,"",quality capped special grade,integer,特殊词条等级
loot.equipment.affix.special_grade.legendary,loot,legendary special affix grade,3,grade,scalar,frozen_v1,洞天设计,"",quality capped special grade,integer,特殊词条等级
loot.equipment.affix.special_grade.immortal,loot,immortal special affix grade,4,grade,scalar,frozen_v1,洞天设计,"",quality capped special grade,integer,特殊词条等级
loot.equipment.affix.element.max_active,loot,Maximum active equipment element,1,count,policy,frozen_v1,洞天设计,"",highest quality element only,integer,装备有效五行标签上限
loot.equipment.affix.special.damage_bonus_per_grade,loot,Special outgoing damage bonus per grade,0.02,ratio_per_grade,scalar,frozen_v1,洞天设计,"",additive before damage multiplier,4dp,破甲类特殊词条
loot.equipment.affix.special.damage_reduction_per_grade,loot,Special incoming damage reduction per grade,0.02,ratio_per_grade,scalar,frozen_v1,洞天设计,"",additive incoming reduction,4dp,护体类特殊词条
loot.equipment.affix.special.health_bonus_per_grade,loot,Special health bonus per grade,0.04,ratio_per_grade,scalar,frozen_v1,洞天设计,"",additive max health bonus,4dp,强身类特殊词条
loot.equipment.affix.special.pill_heal_bonus_per_grade,loot,Special pill healing bonus per grade,0.05,ratio_per_grade,scalar,frozen_v1,洞天设计,"",additive pill healing bonus,4dp,回春类特殊词条
loot.equipment.affix.sale.speed_value_per_point,loot,Speed affix sale value per point,2,value_points_per_speed,scalar,frozen_v1,洞天设计,"",speed * coefficient,integer,速度词条出售价值
loot.equipment.affix.sale.element_value,loot,Element affix sale value,25,value_points,scalar,frozen_v1,洞天设计,"",fixed active element value,integer,五行词条出售价值
loot.equipment.affix.sale.special_value_per_grade,loot,Special affix sale value per grade,40,value_points_per_grade,scalar,frozen_v1,洞天设计,"",grade * coefficient,integer,特殊词条出售价值
combat.player.default_element,combat,Player default element,neutral,element,constant,frozen_v1,洞天设计,"",no element affix equipped,"",玩家默认五行
loot.equipment.promotion.duplicate_required,loot,Promotion duplicate required,1,equipment,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.success_chance,loot,Promotion success chance,100,percent,probability,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.enhancement_preserved,loot,Promotion enhancement preserved,1,boolean,constant,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.normal_to_fine.spirit_stone_cost,loot,normal_to_fine stone cost,500,spirit_stone,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.normal_to_fine.millennium_herb_cost,loot,normal_to_fine herb cost,5,millennium_herb,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.normal_to_fine.meteor_iron_cost,loot,normal_to_fine iron cost,10,meteor_iron,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.fine_to_rare.spirit_stone_cost,loot,fine_to_rare stone cost,1000,spirit_stone,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.fine_to_rare.millennium_herb_cost,loot,fine_to_rare herb cost,10,millennium_herb,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.fine_to_rare.meteor_iron_cost,loot,fine_to_rare iron cost,20,meteor_iron,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.rare_to_epic.spirit_stone_cost,loot,rare_to_epic stone cost,2000,spirit_stone,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.rare_to_epic.millennium_herb_cost,loot,rare_to_epic herb cost,20,millennium_herb,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.rare_to_epic.meteor_iron_cost,loot,rare_to_epic iron cost,40,meteor_iron,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.epic_to_legendary.spirit_stone_cost,loot,epic_to_legendary stone cost,4000,spirit_stone,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.epic_to_legendary.millennium_herb_cost,loot,epic_to_legendary herb cost,40,millennium_herb,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.epic_to_legendary.meteor_iron_cost,loot,epic_to_legendary iron cost,80,meteor_iron,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.legendary_to_immortal.spirit_stone_cost,loot,legendary_to_immortal stone cost,8000,spirit_stone,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.legendary_to_immortal.millennium_herb_cost,loot,legendary_to_immortal herb cost,80,millennium_herb,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.promotion.legendary_to_immortal.meteor_iron_cost,loot,legendary_to_immortal iron cost,80,meteor_iron,cost,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.reroll.spirit_stone_base_cost,loot,Reroll base cost,300,spirit_stone,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.reroll.spirit_stone_growth,loot,Reroll cost growth,1.5,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.reroll.lock_base_cost,loot,Affix lock base cost,500,spirit_stone,cost,frozen_v1,洞天设计,"",per locked slot on first lock,integer,词条锁定基础费用
loot.equipment.reroll.lock_cost_growth,loot,Affix lock cost growth,1.5,ratio,scalar,frozen_v1,洞天设计,"",lock slot count growth,2dp,词条锁定费用增长
loot.equipment.reroll.max_locked_slots,loot,Maximum locked affix slots,2,count,policy,frozen_v1,洞天设计,"",cannot lock all three slots,integer,词条最多锁定槽位
loot.equipment.reroll.lock_pill_cost,loot,Affix lock pill cost,1,pill,cost,frozen_v1,洞天设计,"",per locked slot,integer,词条锁定丹药费用
loot.equipment.affix.special_pool.armor_break.weight,loot,armor_break special affix weight,25,weight,probability,frozen_v1,洞天设计,"",equal special affix pool weight,integer,特殊词条名称池
loot.equipment.affix.special_pool.armor_break.effect_index,loot,armor_break special affix effect index,0,index,constant,frozen_v1,洞天设计,"",maps to four registered special effects,integer,特殊词条效果映射
loot.equipment.affix.special_pool.body_protection.weight,loot,body_protection special affix weight,25,weight,probability,frozen_v1,洞天设计,"",equal special affix pool weight,integer,特殊词条名称池
loot.equipment.affix.special_pool.body_protection.effect_index,loot,body_protection special affix effect index,1,index,constant,frozen_v1,洞天设计,"",maps to four registered special effects,integer,特殊词条效果映射
loot.equipment.affix.special_pool.vitality.weight,loot,vitality special affix weight,25,weight,probability,frozen_v1,洞天设计,"",equal special affix pool weight,integer,特殊词条名称池
loot.equipment.affix.special_pool.vitality.effect_index,loot,vitality special affix effect index,2,index,constant,frozen_v1,洞天设计,"",maps to four registered special effects,integer,特殊词条效果映射
loot.equipment.affix.special_pool.rejuvenation.weight,loot,rejuvenation special affix weight,25,weight,probability,frozen_v1,洞天设计,"",equal special affix pool weight,integer,特殊词条名称池
loot.equipment.affix.special_pool.rejuvenation.effect_index,loot,rejuvenation special affix effect index,3,index,constant,frozen_v1,洞天设计,"",maps to four registered special effects,integer,特殊词条效果映射
loot.equipment.affix.target.special.weapon,loot,weapon target special affix,armor_break,special_affix,policy,frozen_v1,洞天设计,"",slot-specific combat target,enum,词条目标模板：部位对应特殊词条
loot.equipment.affix.target.special.armor,loot,armor target special affix,body_protection,special_affix,policy,frozen_v1,洞天设计,"",slot-specific combat target,enum,词条目标模板：部位对应特殊词条
loot.equipment.affix.target.special.accessory,loot,accessory target special affix,rejuvenation,special_affix,policy,frozen_v1,洞天设计,"",slot-specific combat target,enum,词条目标模板：部位对应特殊词条
loot.equipment.affix.target.legendary.required,loot,Legendary target affix set,speed|special,affix_set,policy,frozen_v1,洞天设计,"",two utility slots,enum,传说装备目标词条集合
loot.equipment.affix.target.immortal.required,loot,Immortal target affix set,speed|element|special,affix_set,policy,frozen_v1,洞天设计,"",three utility slots,enum,仙器装备目标词条集合
loot.equipment.affix.target.max_attempts,loot,Target affix maximum reroll attempts,100,attempts,policy,frozen_v1,洞天设计,"",bounded target search,integer,词条目标重洗尝试上限
loot.equipment.affix.target.reroll_spirit_stone_growth,loot,Target affix reroll cost growth,1.08,ratio,policy,frozen_v1,洞天设计,"",target search uses a soft growth curve; generic wash keeps its own curve,2dp,目标词条重洗费用增长，避免百次上限产生不可支付的指数尾部
loot.equipment.affix.target.expected_spirit_stone.legendary,loot,legendary target affix expected spirit stone,90000,spirit_stone,derived,frozen_v1,洞天设计,"","rounded 5,000-seed successful-target mean with conservative buffer",integer,目标词条长期经济平均灵石预算
loot.equipment.affix.target.expected_pills.legendary,loot,legendary target affix expected pills,20,pill,derived,frozen_v1,洞天设计,"","rounded 5,000-seed successful-target mean",integer,目标词条长期经济平均丹药预算
loot.equipment.affix.target.expected_spirit_stone.immortal,loot,immortal target affix expected spirit stone,85000,spirit_stone,derived,frozen_v1,洞天设计,"","rounded 5,000-seed successful-target mean with conservative buffer",integer,目标词条长期经济平均灵石预算
loot.equipment.affix.target.expected_pills.immortal,loot,immortal target affix expected pills,19,pill,derived,frozen_v1,洞天设计,"","rounded 5,000-seed successful-target mean",integer,目标词条长期经济平均丹药预算
loot.equipment.awakening.max_level,loot,Awakening max level,5,level,constant,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.awakening.stat_multiplier_per_level,loot,Awakening stat multiplier,0.03,ratio_per_level,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.awakening.spirit_stone_base_cost,loot,Awakening stone base cost,1000,spirit_stone,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.awakening.spirit_stone_growth,loot,Awakening stone growth,1.5,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.awakening.demon_core_per_level,loot,Awakening demon core cost,5,demon_core,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.awakening.meteor_iron_per_level,loot,Awakening meteor iron cost,5,meteor_iron,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.auto_salvage.normal_enabled,loot,Auto salvage normal,1,boolean,constant,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.auto_salvage.fine_enabled,loot,Auto salvage fine,1,boolean,constant,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.auto_salvage.rare_enabled,loot,Auto salvage rare,0,boolean,constant,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.auto_salvage.epic_enabled,loot,Auto salvage epic,0,boolean,constant,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.auto_salvage.legendary_enabled,loot,Auto salvage legendary,0,boolean,constant,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.auto_salvage.immortal_enabled,loot,Auto salvage immortal,0,boolean,constant,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.salvage.normal.spirit_ore,loot,Normal salvage ore,1,spirit_ore,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.salvage.normal.spirit_wood,loot,Normal salvage wood,1,spirit_wood,scalar,frozen_v1,洞天设计,"","","",V1参数
